0 val 1:10.98923397064209 | 2:9.885680198669434
6118 train 1:-4.0099263191223145 | 2:-5.027639389038086
6119 train 1:-3.7897844314575195 | 2:-4.829503059387207
6120 train 1:-3.9870736598968506 | 2:-4.949838161468506
6121 train 1:-3.7633109092712402 | 2:-4.713726997375488
6122 train 1:-4.00053596496582 | 2:-4.996324062347412
6123 train 1:-3.9307188987731934 | 2:-4.832193851470947
6124 train 1:-3.770751953125 | 2:-4.753508567810059
6125 train 1:-3.5239670276641846 | 2:-4.4525017738342285
6126 train 1:-3.8302440643310547 | 2:-4.837780475616455
6127 train 1:-3.8972010612487793 | 2:-4.842188835144043
6128 train 1:-3.8322997093200684 | 2:-4.8070220947265625
6129 train 1:-3.7001724243164062 | 2:-4.657515525817871
6130 train 1:-3.6670541763305664 | 2:-4.667552947998047
6131 train 1:-3.6784329414367676 | 2:-4.585308074951172
6132 train 1:-3.8141305446624756 | 2:-4.732787132263184
6133 train 1:-3.7352521419525146 | 2:-4.637995719909668
6134 train 1:-3.7766928672790527 | 2:-4.668066024780273
6135 train 1:-3.7992806434631348 | 2:-4.771563529968262
6136 train 1:-3.624528169631958 | 2:-4.603043556213379
6137 train 1:-3.759967565536499 | 2:-4.709800720214844
6138 train 1:-3.9729645252227783 | 2:-4.892789840698242
6139 train 1:-3.7674689292907715 | 2:-4.744126319885254
6140 train 1:-3.851332664489746 | 2:-4.843750953674316
6141 train 1:-3.7463154792785645 | 2:-4.6752028465271
6142 train 1:-3.862064838409424 | 2:-4.823921203613281
6143 train 1:-3.781369209289551 | 2:-4.789073944091797
6144 train 1:-4.11492919921875 | 2:-5.102764129638672
6145 train 1:-4.018927097320557 | 2:-4.858931064605713
6146 train 1:-3.719695568084717 | 2:-4.716024398803711
6147 train 1:-3.664867639541626 | 2:-4.678847312927246
6148 train 1:-3.809549331665039 | 2:-4.803950309753418
6149 train 1:-3.649054765701294 | 2:-4.546200275421143
6150 train 1:-3.900658130645752 | 2:-4.869429588317871
6151 train 1:-3.6774661540985107 | 2:-4.64048957824707
6152 train 1:-3.7006773948669434 | 2:-4.700108528137207
6153 train 1:-3.7808032035827637 | 2:-4.7787981033325195
6154 train 1:-3.9179043769836426 | 2:-4.929561614990234
6155 train 1:-3.602295160293579 | 2:-4.564908027648926
6156 train 1:-3.9071309566497803 | 2:-4.916896820068359
6157 train 1:-3.6598687171936035 | 2:-4.632079601287842
6158 train 1:-3.6784424781799316 | 2:-4.646721839904785
6159 train 1:-4.019436836242676 | 2:-4.998398780822754
6160 train 1:-3.8352880477905273 | 2:-4.741228103637695
6161 train 1:-4.036891937255859 | 2:-4.996061325073242
6162 train 1:-3.6582725048065186 | 2:-4.6252546310424805
6163 train 1:-3.851640224456787 | 2:-4.84158182144165
6164 train 1:-3.7941246032714844 | 2:-4.787606716156006
6165 train 1:-3.772380828857422 | 2:-4.774457931518555
6166 train 1:-3.9796392917633057 | 2:-4.877396583557129
6167 train 1:-3.785503387451172 | 2:-4.776436805725098
6168 train 1:-3.9271481037139893 | 2:-4.939938545227051
6169 train 1:-3.772017478942871 | 2:-4.756309509277344
6170 train 1:-3.7965638637542725 | 2:-4.792987823486328
6171 train 1:-3.704483985900879 | 2:-4.651673316955566
6172 train 1:-4.128386497497559 | 2:-4.995881080627441
6173 train 1:-3.476292133331299 | 2:-4.43223762512207
6174 train 1:-3.7019741535186768 | 2:-4.599498748779297
6175 train 1:-3.8386471271514893 | 2:-4.849356174468994
6176 train 1:-3.7554593086242676 | 2:-4.791164398193359
6177 train 1:-4.051607131958008 | 2:-5.017128944396973
6178 train 1:-3.749809980392456 | 2:-4.683210372924805
6179 train 1:-3.8061656951904297 | 2:-4.772021293640137
6180 train 1:-4.024610996246338 | 2:-5.0442304611206055
6181 train 1:-4.041724681854248 | 2:-5.01226806640625
6182 train 1:-3.9511184692382812 | 2:-4.911916255950928
6183 train 1:-3.7223968505859375 | 2:-4.73921012878418
6184 train 1:-3.955789089202881 | 2:-4.998301029205322
6185 train 1:-3.709221839904785 | 2:-4.669132232666016
6186 train 1:-3.9672207832336426 | 2:-5.001341819763184
6187 train 1:-3.940544843673706 | 2:-4.947203636169434
6188 train 1:-3.855401039123535 | 2:-4.7980265617370605
6189 train 1:-3.718282461166382 | 2:-4.700752258300781
6190 train 1:-3.783179521560669 | 2:-4.74997615814209
6191 train 1:-3.861560583114624 | 2:-4.816353797912598
6192 train 1:-3.965158462524414 | 2:-4.9363112449646
6193 train 1:-3.6955361366271973 | 2:-4.660452842712402
6194 train 1:-3.832672119140625 | 2:-4.834124565124512
6195 train 1:-3.855991840362549 | 2:-4.846255302429199
6196 train 1:-3.8501908779144287 | 2:-4.81079626083374
6197 train 1:-3.8245954513549805 | 2:-4.793883323669434
6198 train 1:-3.7872185707092285 | 2:-4.752560615539551
6199 train 1:-4.065647125244141 | 2:-4.957365036010742
6200 train 1:-3.9550116062164307 | 2:-4.89324426651001
6201 train 1:-3.735504150390625 | 2:-4.683322429656982
6202 train 1:-3.8249688148498535 | 2:-4.812801361083984
6203 train 1:-3.576443672180176 | 2:-4.558202743530273
6204 train 1:-3.6930580139160156 | 2:-4.688976287841797
6205 train 1:-3.5486559867858887 | 2:-4.341836929321289
6206 train 1:-3.6333236694335938 | 2:-4.534690856933594
6207 train 1:-3.712435483932495 | 2:-4.689142227172852
6208 train 1:-3.7702527046203613 | 2:-4.743898391723633
6209 train 1:-3.5313143730163574 | 2:-4.486520767211914
6210 train 1:-3.9271230697631836 | 2:-4.86953592300415
6211 train 1:-3.8396644592285156 | 2:-4.86097526550293
6212 train 1:-3.9055604934692383 | 2:-4.937426567077637
6213 train 1:-3.842679500579834 | 2:-4.842151641845703
6214 train 1:-3.91255259513855 | 2:-4.835275650024414
6215 train 1:-3.7696890830993652 | 2:-4.681728363037109
6216 train 1:-3.7546324729919434 | 2:-4.725648880004883
6217 train 1:-4.075150489807129 | 2:-5.054022789001465
6218 train 1:-3.859391689300537 | 2:-4.846421718597412
6219 train 1:-3.9598257541656494 | 2:-4.931311130523682
6220 train 1:-3.8323512077331543 | 2:-4.8175458908081055
6221 train 1:-3.795462131500244 | 2:-4.793569564819336
6222 train 1:-3.8580820560455322 | 2:-4.801486492156982
6223 train 1:-3.786708354949951 | 2:-4.760666847229004
6224 train 1:-3.7253780364990234 | 2:-4.720938205718994
6225 train 1:-3.9063825607299805 | 2:-4.831447601318359
6226 train 1:-3.817986488342285 | 2:-4.760043621063232
6227 train 1:-3.7671735286712646 | 2:-4.763319969177246
6228 train 1:-3.670667886734009 | 2:-4.666782855987549
6229 train 1:-3.6794490814208984 | 2:-4.686731338500977
6230 train 1:-4.093021869659424 | 2:-5.0340423583984375
6231 train 1:-3.8014698028564453 | 2:-4.774803161621094
6232 train 1:-3.9254539012908936 | 2:-4.844048500061035
6233 train 1:-3.8588249683380127 | 2:-4.814478874206543
6234 train 1:-3.6733241081237793 | 2:-4.6788249015808105
6235 train 1:-3.5629982948303223 | 2:-4.481904029846191
6236 train 1:-3.751880168914795 | 2:-4.719546318054199
6237 train 1:-3.6641993522644043 | 2:-4.641357898712158
6238 train 1:-3.894346237182617 | 2:-4.845256328582764
6239 train 1:-3.634323835372925 | 2:-4.60906982421875
6240 train 1:-3.908597946166992 | 2:-4.874691963195801
6241 train 1:-3.68337082862854 | 2:-4.643059730529785
6242 train 1:-3.905207633972168 | 2:-4.889016151428223
6243 train 1:-3.658494234085083 | 2:-4.616300106048584
6244 train 1:-3.8232336044311523 | 2:-4.816134452819824
6245 train 1:-3.661186456680298 | 2:-4.637531280517578
6246 train 1:-3.929586887359619 | 2:-4.967316627502441
6247 train 1:-3.822233200073242 | 2:-4.77121639251709
6248 train 1:-3.9115638732910156 | 2:-4.937500476837158
6249 train 1:-3.7885384559631348 | 2:-4.765275955200195
6250 val 1:3.7531983852386475 | 2:4.681717872619629
6250 train 1:-3.4849183559417725 | 2:-4.483813285827637
6251 train 1:-3.776348352432251 | 2:-4.74838924407959
6252 train 1:-3.7732486724853516 | 2:-4.771177291870117
6253 train 1:-3.6347923278808594 | 2:-4.580532073974609
6254 train 1:-3.811265468597412 | 2:-4.760869026184082
6255 train 1:-4.005127906799316 | 2:-4.978281021118164
6256 train 1:-3.601116180419922 | 2:-4.561946392059326
6257 train 1:-3.8197176456451416 | 2:-4.7714948654174805
6258 train 1:-3.60905122756958 | 2:-4.5593976974487305
6259 train 1:-3.818779230117798 | 2:-4.82097053527832
6260 train 1:-3.682884693145752 | 2:-4.644309043884277
6261 train 1:-3.775369167327881 | 2:-4.729720115661621
6262 train 1:-3.64841365814209 | 2:-4.646103858947754
6263 train 1:-3.9420127868652344 | 2:-4.908328056335449
6264 train 1:-4.055317401885986 | 2:-5.003795146942139
6265 train 1:-3.8784995079040527 | 2:-4.831202507019043
6266 train 1:-3.805471658706665 | 2:-4.8382158279418945
6267 train 1:-3.947232961654663 | 2:-4.898399353027344
6268 train 1:-3.747180461883545 | 2:-4.619132041931152
6269 train 1:-3.5876665115356445 | 2:-4.511891841888428
6270 train 1:-3.8640573024749756 | 2:-4.874696254730225
6271 train 1:-3.7459452152252197 | 2:-4.6956787109375
6272 train 1:-3.7940969467163086 | 2:-4.75459098815918
6273 train 1:-3.6786394119262695 | 2:-4.547329902648926
6274 train 1:-3.7258424758911133 | 2:-4.675713539123535
6275 train 1:-3.8238072395324707 | 2:-4.817596435546875
6276 train 1:-3.869347095489502 | 2:-4.838429927825928
6277 train 1:-3.7030606269836426 | 2:-4.733226299285889
6278 train 1:-3.7026896476745605 | 2:-4.724242210388184
6279 train 1:-3.807835817337036 | 2:-4.8291239738464355
6280 train 1:-3.722888946533203 | 2:-4.722309112548828
6281 train 1:-4.033973693847656 | 2:-5.015288352966309
6282 train 1:-3.7428317070007324 | 2:-4.736713409423828
6283 train 1:-3.724027156829834 | 2:-4.728547096252441
6284 train 1:-3.9546396732330322 | 2:-4.916006565093994
6285 train 1:-3.8661980628967285 | 2:-4.825586318969727
6286 train 1:-3.8564305305480957 | 2:-4.835268020629883
6287 train 1:-3.7905218601226807 | 2:-4.809813499450684
6288 train 1:-3.8813424110412598 | 2:-4.857664108276367
6289 train 1:-3.8663549423217773 | 2:-4.856145858764648
6290 train 1:-3.8215885162353516 | 2:-4.774320602416992
6291 train 1:-3.9123666286468506 | 2:-4.899324417114258
6292 train 1:-3.739502429962158 | 2:-4.722026824951172
6293 train 1:-3.910595417022705 | 2:-4.9044389724731445
6294 train 1:-3.7516977787017822 | 2:-4.736780643463135
6295 train 1:-3.8064346313476562 | 2:-4.799830436706543
6296 train 1:-3.644345283508301 | 2:-4.709136962890625
6297 train 1:-4.106745719909668 | 2:-5.066971778869629
6298 train 1:-3.8667922019958496 | 2:-4.839744567871094
6299 train 1:-3.9738359451293945 | 2:-4.87949275970459
6300 train 1:-3.6681911945343018 | 2:-4.67531681060791
6301 train 1:-3.820974349975586 | 2:-4.826299667358398
6302 train 1:-3.5742034912109375 | 2:-4.536064147949219
6303 train 1:-3.822347640991211 | 2:-4.795289039611816
6304 train 1:-3.7537336349487305 | 2:-4.700020790100098
6305 train 1:-3.6411614418029785 | 2:-4.599654197692871
6306 train 1:-3.865823745727539 | 2:-4.841283798217773
6307 train 1:-3.6411564350128174 | 2:-4.591785430908203
6308 train 1:-3.683556079864502 | 2:-4.640250205993652
6309 train 1:-3.776834011077881 | 2:-4.686050891876221
6310 train 1:-3.686030387878418 | 2:-4.654123306274414
6311 train 1:-3.7729151248931885 | 2:-4.742792129516602
6312 train 1:-3.7641360759735107 | 2:-4.722424030303955
6313 train 1:-3.7656850814819336 | 2:-4.7298712730407715
6314 train 1:-3.918396472930908 | 2:-4.915596961975098
6315 train 1:-3.7917211055755615 | 2:-4.8020219802856445
6316 train 1:-3.8168230056762695 | 2:-4.792394638061523
6317 train 1:-3.926389694213867 | 2:-4.929286003112793
6318 train 1:-3.878714084625244 | 2:-4.880663871765137
6319 train 1:-3.771923542022705 | 2:-4.7281646728515625
6320 train 1:-3.952561378479004 | 2:-4.903149127960205
6321 train 1:-3.7861599922180176 | 2:-4.704951763153076
6322 train 1:-3.8555593490600586 | 2:-4.84276008605957
6323 train 1:-3.681511878967285 | 2:-4.668430328369141
6324 train 1:-3.9056589603424072 | 2:-4.836831092834473
6325 train 1:-3.674436092376709 | 2:-4.60666036605835
6326 train 1:-3.720714569091797 | 2:-4.6664838790893555
6327 train 1:-3.7593870162963867 | 2:-4.761761665344238
6328 train 1:-3.7847204208374023 | 2:-4.776782989501953
6329 train 1:-4.21163272857666 | 2:-5.149240493774414
6330 train 1:-3.7973361015319824 | 2:-4.76821231842041
6331 train 1:-4.23832893371582 | 2:-5.155930519104004
6332 train 1:-4.018153190612793 | 2:-4.924827575683594
6333 train 1:-3.651984930038452 | 2:-4.605002403259277
6334 train 1:-4.02461576461792 | 2:-4.9866838455200195
6335 train 1:-3.9498746395111084 | 2:-4.914812088012695
6336 train 1:-3.8274190425872803 | 2:-4.813155174255371
6337 train 1:-3.7774109840393066 | 2:-4.755706310272217
6338 train 1:-3.2937073707580566 | 2:-4.342803478240967
6339 train 1:-3.8257198333740234 | 2:-4.7913923263549805
6340 train 1:-3.6920113563537598 | 2:-4.6587982177734375
6341 train 1:-3.8926122188568115 | 2:-4.882907867431641
6342 train 1:-4.00649356842041 | 2:-4.9890217781066895
6343 train 1:-3.7372941970825195 | 2:-4.743534564971924
6344 train 1:-3.575589656829834 | 2:-4.555971622467041
6345 train 1:-3.6106231212615967 | 2:-4.503326892852783
6346 train 1:-3.8000950813293457 | 2:-4.825995445251465
6347 train 1:-3.5640623569488525 | 2:-4.479142665863037
6348 train 1:-4.065074920654297 | 2:-5.060539722442627
6349 train 1:-3.6088972091674805 | 2:-4.592424392700195
6350 train 1:-3.733457565307617 | 2:-4.688878059387207
6351 train 1:-3.6256227493286133 | 2:-4.587129592895508
6352 train 1:-3.7450664043426514 | 2:-4.707021713256836
6353 train 1:-3.730950117111206 | 2:-4.680002689361572
6354 train 1:-3.830996036529541 | 2:-4.8274736404418945
6355 train 1:-3.652744770050049 | 2:-4.575982570648193
6356 train 1:-3.9612677097320557 | 2:-4.911949157714844
6357 train 1:-3.8375916481018066 | 2:-4.746921539306641
6358 train 1:-3.775172710418701 | 2:-4.721930503845215
6359 train 1:-3.9691994190216064 | 2:-4.941340446472168
6360 train 1:-4.188318252563477 | 2:-5.1808881759643555
6361 train 1:-3.8776345252990723 | 2:-4.852682113647461
6362 train 1:-3.847525119781494 | 2:-4.839514255523682
6363 train 1:-3.8872718811035156 | 2:-4.83964729309082
6364 train 1:-3.810589551925659 | 2:-4.78745698928833
6365 train 1:-3.7039401531219482 | 2:-4.683732509613037
6366 train 1:-4.000532150268555 | 2:-4.973873138427734
6367 train 1:-3.7047858238220215 | 2:-4.709601879119873
6368 train 1:-3.7704575061798096 | 2:-4.781558990478516
6369 train 1:-3.8253536224365234 | 2:-4.827075958251953
6370 train 1:-4.094675064086914 | 2:-5.158831596374512
6371 train 1:-3.756251335144043 | 2:-4.623690605163574
6372 train 1:-3.643725872039795 | 2:-4.616944313049316
6373 train 1:-3.9478306770324707 | 2:-4.942597389221191
6374 train 1:-3.7637882232666016 | 2:-4.689408779144287
6375 train 1:-3.7603015899658203 | 2:-4.729762077331543
6376 train 1:-3.639725685119629 | 2:-4.683816432952881
6377 train 1:-3.5833077430725098 | 2:-4.547163009643555
6378 train 1:-3.8395614624023438 | 2:-4.82432746887207
6379 train 1:-3.861436605453491 | 2:-4.808431625366211
6380 train 1:-3.7069897651672363 | 2:-4.65629768371582
6381 train 1:-3.7018609046936035 | 2:-4.702617645263672
6382 train 1:-3.7472376823425293 | 2:-4.725465297698975
6383 train 1:-4.045745849609375 | 2:-5.101279258728027
6384 train 1:-3.825709819793701 | 2:-4.818175792694092
6385 train 1:-3.8580410480499268 | 2:-4.808700084686279
6386 train 1:-3.776555061340332 | 2:-4.7822771072387695
6387 train 1:-3.631747007369995 | 2:-4.547076225280762
6388 train 1:-3.8661108016967773 | 2:-4.879124164581299
6389 train 1:-4.104323863983154 | 2:-5.069843292236328
6390 train 1:-3.8510289192199707 | 2:-4.82962703704834
6391 train 1:-3.750816822052002 | 2:-4.674158096313477
6392 train 1:-3.87246036529541 | 2:-4.8446269035339355
6393 train 1:-3.807140588760376 | 2:-4.7706217765808105
6394 train 1:-3.6431286334991455 | 2:-4.608564376831055
6395 train 1:-3.692389965057373 | 2:-4.693238258361816
6396 train 1:-4.2202372550964355 | 2:-5.106337547302246
6397 train 1:-3.800445318222046 | 2:-4.778522968292236
6398 train 1:-3.6230268478393555 | 2:-4.619441032409668
6399 train 1:-3.995884418487549 | 2:-4.929407119750977
6400 train 1:-3.8395910263061523 | 2:-4.802695274353027
6401 train 1:-3.7513837814331055 | 2:-4.772770404815674
6402 train 1:-3.9664573669433594 | 2:-4.887089729309082
6403 train 1:-3.8232240676879883 | 2:-4.8100690841674805
6404 train 1:-3.924020528793335 | 2:-4.890785217285156
6405 train 1:-3.802330493927002 | 2:-4.733309268951416
6406 train 1:-3.768673896789551 | 2:-4.730832099914551
6407 train 1:-3.6306190490722656 | 2:-4.582367897033691
6408 train 1:-3.6929969787597656 | 2:-4.695319175720215
6409 train 1:-3.9705238342285156 | 2:-4.882635116577148
6410 train 1:-3.8953909873962402 | 2:-4.812897682189941
6411 train 1:-3.8656065464019775 | 2:-4.812462329864502
6412 train 1:-3.558614492416382 | 2:-4.523477554321289
6413 train 1:-3.7565464973449707 | 2:-4.751670837402344
6414 train 1:-3.7035412788391113 | 2:-4.639327049255371
6415 train 1:-3.86885929107666 | 2:-4.801386833190918
6416 train 1:-3.8031165599823 | 2:-4.745729446411133
6417 train 1:-3.710669994354248 | 2:-4.689046859741211
6418 train 1:-3.66485595703125 | 2:-4.627779483795166
6419 train 1:-3.8811025619506836 | 2:-4.919918537139893
6420 train 1:-3.6895909309387207 | 2:-4.663025856018066
6421 train 1:-3.6697020530700684 | 2:-4.66281270980835
6422 train 1:-3.698106288909912 | 2:-4.647653102874756
6423 train 1:-3.94358491897583 | 2:-4.925342559814453
6424 train 1:-3.982466220855713 | 2:-4.926157474517822
6425 train 1:-4.026175498962402 | 2:-5.009498596191406
6426 train 1:-3.6156423091888428 | 2:-4.650785446166992
6427 train 1:-3.7847518920898438 | 2:-4.708288192749023
6428 train 1:-3.839550018310547 | 2:-4.8320393562316895
6429 train 1:-3.8633666038513184 | 2:-4.836868762969971
6430 train 1:-3.8536620140075684 | 2:-4.780831336975098
6431 train 1:-3.8794565200805664 | 2:-4.858672618865967
6432 train 1:-4.1442108154296875 | 2:-5.119060039520264
6433 train 1:-3.772181749343872 | 2:-4.740826606750488
6434 train 1:-3.866013526916504 | 2:-4.845653533935547
6435 train 1:-3.726064682006836 | 2:-4.586387634277344
6436 train 1:-3.8025805950164795 | 2:-4.762673854827881
6437 train 1:-3.936372756958008 | 2:-4.923383712768555
6438 train 1:-3.9529383182525635 | 2:-4.90700101852417
6439 train 1:-3.801879644393921 | 2:-4.799231052398682
6440 train 1:-3.0919716358184814 | 2:-3.6306209564208984
6441 train 1:-3.7538557052612305 | 2:-4.714259624481201
6442 train 1:-3.6987900733947754 | 2:-4.690929412841797
6443 train 1:-3.641401529312134 | 2:-4.582544326782227
6444 train 1:-3.5638668537139893 | 2:-4.490387439727783
6445 train 1:-3.900775909423828 | 2:-4.874018669128418
6446 train 1:-3.6509742736816406 | 2:-4.646856307983398
6447 train 1:-3.832209825515747 | 2:-4.8156280517578125
6448 train 1:-4.161165237426758 | 2:-5.1288371086120605
6449 train 1:-3.7236061096191406 | 2:-4.6804938316345215
6450 train 1:-3.496001720428467 | 2:-4.480618476867676
6451 train 1:-3.6387202739715576 | 2:-4.579380035400391
6452 train 1:-3.676401138305664 | 2:-4.643527030944824
6453 train 1:-3.879603862762451 | 2:-4.895110130310059
6454 train 1:-4.087172985076904 | 2:-5.052323818206787
6455 train 1:-3.7436985969543457 | 2:-4.716845512390137
6456 train 1:-3.7904062271118164 | 2:-4.821379661560059
6457 train 1:-3.735677719116211 | 2:-4.688833236694336
6458 train 1:-3.9183053970336914 | 2:-4.919949531555176
6459 train 1:-3.861265182495117 | 2:-4.8177289962768555
6460 train 1:-3.8150534629821777 | 2:-4.823818206787109
6461 train 1:-4.247432231903076 | 2:-5.255519866943359
6462 train 1:-3.6361138820648193 | 2:-4.646135330200195
6463 train 1:-3.391493797302246 | 2:-4.260863304138184
6464 train 1:-3.950589179992676 | 2:-4.943460941314697
6465 train 1:-3.7655506134033203 | 2:-4.720785617828369
6466 train 1:-3.6955015659332275 | 2:-4.705726623535156
6467 train 1:-3.884594202041626 | 2:-4.863516807556152
6468 train 1:-3.6083250045776367 | 2:-4.583927154541016
6469 train 1:-3.7685742378234863 | 2:-4.749355792999268
6470 train 1:-3.8849401473999023 | 2:-4.874757766723633
6471 train 1:-3.78863525390625 | 2:-4.752142906188965
6472 train 1:-3.8811492919921875 | 2:-4.808999061584473
6473 train 1:-3.691760301589966 | 2:-4.6411027908325195
6474 train 1:-3.756178379058838 | 2:-4.651631832122803
6475 train 1:-3.7460274696350098 | 2:-4.743188381195068
6476 train 1:-3.757439136505127 | 2:-4.761353492736816
6477 train 1:-3.8044443130493164 | 2:-4.803567409515381
6478 train 1:-3.5805914402008057 | 2:-4.542769432067871
6479 train 1:-3.920835018157959 | 2:-4.878554344177246
6480 train 1:-4.109347343444824 | 2:-4.941446304321289
6481 train 1:-3.7419593334198 | 2:-4.737454414367676
6482 train 1:-3.988692045211792 | 2:-4.902046203613281
6483 train 1:-3.7562403678894043 | 2:-4.738735675811768
6484 train 1:-3.938400983810425 | 2:-4.902390480041504
6485 train 1:-3.854940176010132 | 2:-4.873667240142822
6486 train 1:-3.872027635574341 | 2:-4.837568283081055
6487 train 1:-3.884744644165039 | 2:-4.903064727783203
6488 train 1:-3.8434741497039795 | 2:-4.877248287200928
6489 train 1:-3.9830362796783447 | 2:-4.962223529815674
6490 train 1:-3.635368824005127 | 2:-4.615274429321289
6491 train 1:-3.8150014877319336 | 2:-4.8124494552612305
6492 train 1:-3.8033981323242188 | 2:-4.813915252685547
6493 train 1:-3.7290802001953125 | 2:-4.707135200500488
6494 train 1:-3.7384517192840576 | 2:-4.68618106842041
6495 train 1:-3.7088189125061035 | 2:-4.690130710601807
6496 train 1:-4.0111470222473145 | 2:-4.969625473022461
6497 train 1:-3.748684883117676 | 2:-4.777610778808594
6498 train 1:-3.6812713146209717 | 2:-4.61843204498291
6499 train 1:-3.9233994483947754 | 2:-4.903055191040039
6500 val 1:3.730653762817383 | 2:4.664392471313477
6500 train 1:-3.9200186729431152 | 2:-4.880031585693359
6501 train 1:-3.7846977710723877 | 2:-4.778282165527344
6502 train 1:-3.920382022857666 | 2:-4.893152236938477
6503 train 1:-3.5372962951660156 | 2:-4.519353866577148
6504 train 1:-3.5476765632629395 | 2:-4.528059959411621
6505 train 1:-3.6504454612731934 | 2:-4.6841721534729
6506 train 1:-3.832428455352783 | 2:-4.826377868652344
6507 train 1:-3.8694088459014893 | 2:-4.842797756195068
6508 train 1:-3.7000105381011963 | 2:-4.612931251525879
6509 train 1:-3.875051498413086 | 2:-4.837143898010254
6510 train 1:-3.8443963527679443 | 2:-4.822752475738525
6511 train 1:-3.771411180496216 | 2:-4.752686500549316
6512 train 1:-3.5223228931427 | 2:-4.538812637329102
6513 train 1:-3.549241781234741 | 2:-4.448674201965332
6514 train 1:-3.7528257369995117 | 2:-4.737114906311035
6515 train 1:-3.5258724689483643 | 2:-4.473773956298828
6516 train 1:-3.6603899002075195 | 2:-4.6176252365112305
6517 train 1:-4.2932281494140625 | 2:-5.266114234924316
6518 train 1:-3.7783493995666504 | 2:-4.72676944732666
6519 train 1:-4.077956199645996 | 2:-5.017171859741211
6520 train 1:-3.5550146102905273 | 2:-4.538252353668213
6521 train 1:-3.745293617248535 | 2:-4.737613201141357
6522 train 1:-3.8444137573242188 | 2:-4.7970428466796875
6523 train 1:-3.8986239433288574 | 2:-4.884004592895508
6524 train 1:-3.843341588973999 | 2:-4.845578193664551
6525 train 1:-3.700195789337158 | 2:-4.710607528686523
6526 train 1:-3.979919910430908 | 2:-4.956629753112793
6527 train 1:-3.7985610961914062 | 2:-4.753076076507568
6528 train 1:-3.9622485637664795 | 2:-4.941067695617676
6529 train 1:-3.9467222690582275 | 2:-4.945940017700195
6530 train 1:-3.883383274078369 | 2:-4.978127956390381
6531 train 1:-3.877436637878418 | 2:-4.900468826293945
6532 train 1:-4.049130439758301 | 2:-5.012042045593262
6533 train 1:-4.079622268676758 | 2:-5.022824287414551
6534 train 1:-3.8613667488098145 | 2:-4.802865982055664
6535 train 1:-3.8071658611297607 | 2:-4.813917636871338
6536 train 1:-3.768387794494629 | 2:-4.8281426429748535
6537 train 1:-3.8829152584075928 | 2:-4.849786281585693
6538 train 1:-3.7999002933502197 | 2:-4.817751884460449
6539 train 1:-3.8042356967926025 | 2:-4.750453948974609
6540 train 1:-3.7882156372070312 | 2:-4.747770309448242
6541 train 1:-3.8812060356140137 | 2:-4.825071334838867
6542 train 1:-3.818763256072998 | 2:-4.75875997543335
6543 train 1:-3.8837342262268066 | 2:-4.904537200927734
6544 train 1:-3.8386309146881104 | 2:-4.840000629425049
6545 train 1:-3.6744446754455566 | 2:-4.633194923400879
6546 train 1:-3.911463975906372 | 2:-4.846924304962158
6547 train 1:-3.6757988929748535 | 2:-4.6715922355651855
6548 train 1:-3.750412940979004 | 2:-4.749095916748047
6549 train 1:-3.76350736618042 | 2:-4.7484588623046875
6550 train 1:-3.8076817989349365 | 2:-4.715750694274902
6551 train 1:-4.174753189086914 | 2:-5.091988563537598
6552 train 1:-3.583770275115967 | 2:-4.520508766174316
6553 train 1:-3.777338743209839 | 2:-4.729129314422607
6554 train 1:-3.709106683731079 | 2:-4.710487365722656
6555 train 1:-3.907102108001709 | 2:-4.871693134307861
6556 train 1:-3.873030185699463 | 2:-4.86582088470459
6557 train 1:-3.812507152557373 | 2:-4.790101051330566
6558 train 1:-3.8546721935272217 | 2:-4.840009689331055
6559 train 1:-3.868921995162964 | 2:-4.857111930847168
6560 train 1:-3.810002326965332 | 2:-4.835484981536865
6561 train 1:-3.5829861164093018 | 2:-4.47081184387207
6562 train 1:-3.8098323345184326 | 2:-4.794524192810059
6563 train 1:-3.77016019821167 | 2:-4.710849285125732
6564 train 1:-3.8739075660705566 | 2:-4.863583564758301
6565 train 1:-3.7386562824249268 | 2:-4.696844100952148
6566 train 1:-3.845796823501587 | 2:-4.848198413848877
6567 train 1:-3.8483340740203857 | 2:-4.835397720336914
6568 train 1:-3.956420421600342 | 2:-4.978753089904785
6569 train 1:-4.128363609313965 | 2:-5.0761284828186035
6570 train 1:-3.778609037399292 | 2:-4.796428680419922
6571 train 1:-3.710139751434326 | 2:-4.715154647827148
6572 train 1:-3.7811217308044434 | 2:-4.795083999633789
6573 train 1:-3.8623361587524414 | 2:-4.848388671875
6574 train 1:-3.8630518913269043 | 2:-4.838852882385254
6575 train 1:-3.755037784576416 | 2:-4.760819435119629
6576 train 1:-3.6962509155273438 | 2:-4.689179420471191
6577 train 1:-3.784281015396118 | 2:-4.744297027587891
6578 train 1:-3.822035789489746 | 2:-4.785491943359375
6579 train 1:-3.671506404876709 | 2:-4.639848709106445
6580 train 1:-3.803107738494873 | 2:-4.751839637756348
6581 train 1:-3.848479986190796 | 2:-4.823838233947754
6582 train 1:-3.730113983154297 | 2:-4.721451759338379
6583 train 1:-3.792086601257324 | 2:-4.812859535217285
6584 train 1:-3.6324405670166016 | 2:-4.621974468231201
6585 train 1:-4.212068557739258 | 2:-5.175348281860352
6586 train 1:-3.76059627532959 | 2:-4.7128005027771
6587 train 1:-3.8766396045684814 | 2:-4.850049018859863
